nitrogen,phosphorus,potassium,ph,organic_carbon,ec,health_score
81.16262258099887,9.909763511017731,29.49558414546386,5.435488148157123,2.323136948601263,2.1244189620312506,52.6
190.63571821788406,55.47868999897406,45.395599159634,4.619394917432189,0.2688433660846442,1.9688093227559509,65.6
149.07884894416696,56.36033655296012,30.666520220128287,5.316459457904088,0.26194594428119233,0.20000405664509918,74.4
123.74511199743695,65.55584064232963,17.861867394773064,7.123687024363615,1.1061086136187155,1.4308665277420098,74.7
39.64354168406294,73.97867670365285,22.492201309587116,6.39641047766624,1.568200933133064,1.5827629132648426,61.3
39.6389588638785,97.70594754894078,71.81292136474524,8.517022699846386,2.357140769861821,1.655408845497912,73.8
21.035886311957896,54.04853308861355,34.918389168839916,8.178496027822984,2.1132270544982146,2.362672239986596,62.3
174.57346769723767,35.68086492941836,57.81912985197094,6.038178082640442,1.4485275778548952,2.181049932234826,82.0
124.21185223120968,80.54268850302685,77.99550427395425,5.667405450440816,0.9661546655886644,2.470829861894434,88.3
144.53378978124863,30.72906386989705,105.10725015125797,6.208615836752701,2.9919486004415914,3.0830447200143003,82.8
13.911053916202466,46.70228496703543,10.700260276959346,7.156327241316635,1.3933076462607241,3.2706443809927648,46.6
194.2828719107789,12.453356227515265,120.91450784181119,5.706286383702944,1.4638836681230911,2.900679997283328,76.9
168.16410175208014,7.408320624468463,96.04555647618163,7.308670085321103,0.6581466993366737,3.8265424142242455,67.6
50.34443102887247,96.45159939440288,16.855059632586425,6.342352434860582,2.425466736499802,0.17110707243781037,68.5
44.54674376934912,84.41811144865956,131.66890049548272,6.984212313833911,2.142310232188168,0.8635341441658297,88.0
44.84685687215242,71.1175495789013,138.5264980771129,6.462569381108925,0.8181549158085291,0.12949521241475428,79.9
67.80602616231216,43.85052971935564,13.856304178955243,5.825095917938629,0.43066692772435955,2.6251513852029515,57.9
109.70372201012519,21.46296040673035,45.14725898134454,8.768039881329706,2.1053980458091965,3.602319140904949,71.4
92.069553542002,19.861519053753174,121.89918556999389,7.936226073718924,2.032631399987179,1.0495809566475671,76.2
65.33353663762796,28.773075325636555,113.49765510563046,5.130509290949036,0.9651266755949861,3.715434724705596,66.3
126.2520499972521,57.17653314708144,31.755547806674713,8.408105891540608,2.862417974301149,0.3350428221292873,79.0
36.50383352388795,72.88661265650592,35.35565188382299,6.693440392122811,0.6229620969865206,3.744300504541506,62.2
65.50748322169144,67.71875078818448,58.71845490475039,8.52548502102341,1.4105374429192852,1.4713284802345743,77.0
